Accession,PeptideCounts,Name,Gene.name,NDM_B1_01,NDM_B1_02,NDM_B1_03,NDM_B1_04,NDM_B1_05,NDM_B2_06,NDM_B2_07,NDM_B2_08,NDM_B2_09,NDM_B2_10,DM_B1_11,DM_B1_12,DM_B1_13,DM_B1_14,DM_B1_15,DM_B2_16,DM_B2_17,DM_B2_18,DM_B2_19,DM_B2_20,Number of samples imputed,Fold-change (DM/NDM,pValue,qValue,tStatistic,RepeatedlySignificant
P55084,19,"Trifunctional enzyme subunit beta, mitochondrial;3-ketoacyl-CoA thiolase",HADHB,37165957.3991263,52999241.4981634,82985221.217416,65201518.3217188,40438741.4825178,47554246.0708684,84178194.8477856,63897642.4235045,72512584.9025245,55699232.8491401,39999512.6515026,35652798.4999132,34644577.0667135,61871158.9259714,58684882.056121,55147323.8766929,69795107.6307323,56575831.3513514,41884842.6143968,71500517.6361957,0,0.872433002918662,0.301908481535571,0.611114865961753,-1.05882307463801,False
P55196,7,Afadin,MLLT4,7696005.47729211,1178968.72376246,7076455.40020399,11885479.5176821,10746398.409857,1978597.25716597,35753131.0189048,13356052.4405035,7249831.24243105,1295231.73859987,1393342.21688527,2344073.82288214,5490972.13878147,8066993.75010225,9175548.12973734,13569401.6713159,1224266.15812725,20540714.1423241,2604344.44705191,1958896.46906741,1,0.67573970388318,0.456994835855735,0.69086707470759,-0.758033436123057,False
P55209,5,Nucleosome assembly protein 1-like 1,NAP1L1,16558731.1823093,2705130.45539619,18622415.5316267,12324321.340543,13530641.0709643,31417211.6600075,20261987.604065,15711437.0260957,19615422.4112838,8272090.66295583,19304652.3044994,25733689.8091062,22113748.0211742,14669346.1635992,11601669.8549021,17738905.9826157,25948231.9212485,3941208.06875057,9342579.70021704,31755734.9122807,0,1.14545633678111,0.588419948535974,0.743447109981051,0.549701913292392,False
P55263,11,Adenosine kinase,ADK,23508325.5822369,10761512.0871961,21744381.1493638,5732938.77899546,4173172.70561149,34092569.0828833,37898020.2875655,13210933.9589268,47001789.4313179,14296098.6409049,11814906.4755105,4982817.04917795,11264225.936207,16899178.5116564,13871524.0721777,36361885.9130786,30496711.4237695,34121702.999363,17959218.5625791,23677079.1366574,0,0.94835465132963,0.834117017159095,0.819265653095417,0.212088822280263,False
P55268,45,Laminin subunit beta-2,LAMB2,105006028.280172,126364197.144481,70097347.1357868,73780551.6912934,82145761.807927,36923115.8059457,75491642.1367711,42225184.6926399,76069790.2079777,27089696.4543638,71367633.1819691,93259097.445583,84153797.9664134,70753795.8421268,44048355.5308913,16117348.1261371,85526312.9819928,50297281.5247065,56946213.5250497,31569881.3573407,0,0.844582442972627,0.331751420323654,0.621344828365596,-0.993950082838706,False
P55290,5,Cadherin-13,CDH13,20845159.8450384,31496650.0572853,2003808.16225525,989242.425370847,3890692.41787658,14010808.3578764,20330829.7576995,7824805.7004043,9353510.57542,24694898.1981018,1711848.80948033,10641469.742315,10004698.8218989,20758768.3386503,18150738.4741515,24443511.2298363,10764495.4919568,11506847.8537629,8668189.957949,20978883.7765466,0,1.01616243683841,0.501802978531627,0.713482138287474,0.683638092101619,False
P55735,7,Protein SEC13 homolog,SEC13,22137489.7039057,16697629.8277068,26141383.7761466,14585545.7085851,24784968.6862456,22460003.5902604,26165824.3458773,14295458.4691721,30679111.6997574,19273090.9512595,8578949.00514694,17497069.6936147,16809278.8941021,19904139.4167689,32408522.2883086,11044879.398019,14344583.2456182,11233017.020202,11009961.8574787,13080107.6915974,0,0.717752254780875,0.0239675813183053,0.254874875783166,-2.43677450528418,False
P55769,2,"NHP2-like protein 1;NHP2-like protein 1, N-terminally processed",NHP2L1,999140.070792514,1517480.91329647,3488149.91133186,2979416.42928909,4080785.08611984,4287071.2575492,2510582.10646135,1457367.37829643,2653253.69998203,3925575.17562264,881261.566943384,876219.492286095,1407696.70196967,3417674.81828221,4033898.98949664,1886099.98394987,1303933.70700837,1299505.89057239,3096953.19488153,1495457.35457064,6,0.706076467302711,0.138835290088383,0.487227709966479,-1.53962370093176,False
P55786,30,Puromycin-sensitive aminopeptidase,NPEPPS,48679770.9921938,28886981.3328669,27428921.1480262,74277761.6383772,28591864.1091454,28335974.5289513,73829477.3670897,48309856.6479831,70616024.4151469,67495831.6670235,34792438.7780176,42308366.248408,24016685.2544688,62983399.606953,75533150.3673854,54038075.5387103,61650385.5539016,70422997.3851124,74727961.1028215,52260028.3610342,0,1.11336639144443,0.425064451062463,0.674669112819751,0.813763313828708,False
P55795,5,Heterogeneous nuclear ribonucleoprotein H2,HNRNPH2,3356192.72132758,1711282.2972713,1907399.11389971,1396295.2383541,4963522.67860683,2413392.5785436,6591926.50874234,1689327.444535,8437553.2970982,11047015.626561,1760878.4681222,2757036.14210663,3146796.07290624,10198979.4952965,9344684.47732829,8026938.07519709,6542343.36653061,6052171.66548367,4216541.5790378,6228550.01246537,3,1.33922515112804,0.15156455531086999,0.504888783732783,1.48913894984352,False
P55809,13,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",OXCT1,44058785.908057,19925184.413591,44027840.4459344,51545539.0359425,15928017.5071052,54837531.94544,25123238.9589065,17153176.2602224,50125783.0450993,13301100.3122101,10049683.6072555,30403812.8401065,13537389.3377322,9089032.09406953,26893623.6518887,20346546.3193855,11060667.2038415,19018486.8377468,11114754.2485079,30400995.2493075,0,0.541371454259399,0.0195703865359589,0.236659049950114,-2.53118093307594,False
P55884,10,Eukaryotic translation initiation factor 3 subunit B,EIF3B,6218642.96947295,9823240.96422949,708036.176358955,4677772.79998843,1227553.91511159,11145642.4832339,14921329.4443951,6981057.65308279,12522000.7389273,21260420.0528081,3052406.56475178,4131564.38896608,6789922.65393872,10072084.6822086,14734826.1601646,7378390.4944815,10266388.5219688,5549071.28928929,4162708.71364623,11082181.9759926,0,0.862926119633248,0.703103411167159,0.785121265036417,0.386467840112348,False
P55899,5,IgG receptor FcRn large subunit p51,FCGRT,5327539.25931191,14217095.9790974,2043184.30518167,7398592.10172628,5396567.65438763,10330322.2574087,6453105.46806196,3636119.58720022,2257570.23043752,6533977.96585314,5466962.09571642,5926985.27620991,5821891.92991244,3617343.04224949,6030971.71982799,4425810.19429958,1876741.41430972,4905228.66789517,5130601.66078857,1452180.02677747,3,0.702183594341737,0.266225173510496,0.587927183588789,-1.14273283202172,False
P55957,2,BH3-interacting domain death agonist;BH3-interacting domain death agonist p15;BH3-interacting domain death agonist p13;BH3-interacting domain death agonist p11,BID,773796.873307399,893319.109235613,745890.936047916,596956.23197542,825724.9656607,1092441.04385246,667561.534370285,929015.888863365,738035.896375004,900300.096339114,766131.850140578,742663.192771593,843184.654407916,550303.260357591,800896.11740655,877540.279352901,852471.935807923,705105.892355992,705548.576600651,586733.03531856,12,0.910270738553039,0.484347032119664,0.70563943339286,-0.712139134031521,False
P56134,3,"ATP synthase subunit f, mitochondrial",ATP5J2,4194606.26982558,6931682.24825083,5682821.19877272,1770499.76809415,2830979.56002556,2975390.06990327,4880742.80797905,6472971.22971607,4058840.93679813,2300766.91286662,2976224.40527976,2868751.21953514,2732344.93577436,6006634.77591002,1048597.41148684,3356494.82499089,6353152.46693878,5172001.12903813,1119419.36417074,1692926.75669437,3,0.791617592131806,0.245698652435528,0.58311339070537,-1.19482234864794,False
P56192,7,"Methionine--tRNA ligase, cytoplasmic",MARS,3874112.71745577,687479.751814763,1248378.27144482,2233037.12945257,1580605.56508642,3301420.24072274,4137911.08755658,1518763.65896352,2096543.09388195,5103767.90169842,345292.275557263,1836701.9489254,4934055.16318808,625429.809541085,1644255.93280512,2397276.07430766,3733468.80081633,5073098.87455637,494679.242652378,1075162.81532779,9,0.859491282600617,0.316962982790461,0.615712669870206,-1.02555921151775,False
P56199,8,Integrin alpha-1,ITGA1,1883299.01769328,2286095.95648942,655483.977060827,4816343.05045832,2752819.59837974,3159494.98328709,1019444.47026715,292460.968285399,2555781.06935585,1192930.97209734,1642959.03594554,1520461.13856084,10393373.1200141,4335216.04809816,5739542.21390341,641716.787135638,1968734.1430012,855253.631404131,391737.620464822,2033901.65373961,2,1.43216623401109,0.635283513138719,0.7585186811081,0.481414868463094,False
P56385,2,"ATP synthase subunit e, mitochondrial",ATP5I,7555177.75622302,9729250.39006472,5910796.56595382,12888546.5413643,3981695.54264249,6960439.07401231,6741554.51495518,7897364.94119269,8197187.97282365,4727909.28370085,1717279.30964636,7236864.8463008,3243332.86216501,7609637.32437628,12263602.2495591,6523710.11635335,6644118.73661465,5201850.39070889,4847324.16503889,6676788.96121884,0,0.830735665305012,0.275404314390164,0.592304662705395,-1.12040008647933,False
P56537,6,Eukaryotic translation initiation factor 6,EIF6,9415045.74656861,9414586.29394787,11293765.3112512,4294596.87337709,13262778.9322303,12183819.1093543,9611359.95562261,9674364.29636181,12816685.4361693,9853284.38771141,13794866.8360452,7636117.76224383,3405322.60539766,4304868.31267894,14198659.4749095,3745224.37820902,2776475.17541417,8117978.68686869,9689070.67055525,3840796.46537396,1,0.702309755121772,0.0420898373010206,0.314522477872934,-2.1669359184825,False
P57737,4,Coronin-7,CORO7,2096110.7196862,4297902.89828581,1379590.91896929,2014257.73636228,2212075.95584833,1880559.4606095,3042395.65298423,621124.274933382,7052199.39704429,3716172.04210376,1607940.5895005,1959890.92668425,1667287.46685649,2020838.1197546,1594663.01551284,645676.229431979,791047.717743097,1178960.30355738,2694432.09933984,3089284.34072022,9,0.609274645614607,0.146350274759741,0.499252044426215,-1.50938099520754,False
P58546,4,Myotrophin,MTPN,19584232.3939566,51455344.1538394,37341708.8752153,38209503.5422028,47008672.9560026,39984456.8728754,31484917.4935653,25823361.5175044,41924984.974845,45401133.5249411,32767638.0018263,42884523.9116591,19670002.5967441,23300486.7333333,43723099.3858862,33390792.953305,41096068.7490996,32273770.0759851,46433170.4250317,24865878.1255771,0,0.900023653756597,0.467955948813954,0.692511158929459,-0.739451048371362,False
P59666,2,Neutrophil defensin 3;HP 3-56;Neutrophil defensin 2;Neutrophil defensin 1;HP 1-56;Neutrophil defensin 2,DEFA3;DEFA1,4329063.47022256,23117594.697831,4974988.15330981,2929826.01135259,9817543.71402769,7541536.78693341,13846396.5394515,5084127.25277956,12019105.7712694,14476825.5491329,36460378.1147269,22944870.3217263,39913666.2186646,15738778.9558282,19347923.9310412,11494472.559531,25964386.7418968,2715092.24319774,56149284.2932718,5491773.41966759,3,2.40704940717966,0.0305410231421014,0.27325797600272,2.32211119782632,False
P59768,4,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,GNG2,26618371.7379223,31359342.0880707,29611797.0078753,41191682.3335165,35347096.0629227,27183329.2138898,42597534.0525428,37694740.2618763,42730120.6576229,25747248.9773781,23604056.8645193,31408707.543852,42812297.0375078,71874445.2155419,35079959.4259506,43668719.3110976,47791344.4177671,26643229.8616799,29833717.6460481,49802778.8596491,0,1.18359727716409,0.343432202067587,0.62953495777516,0.969668683396861,False
P59998,3,Actin-related protein 2/3 complex subunit 4,ARPC4,4979214.08987515,4325691.41586496,8896976.99240892,17241295.3607264,4379268.01758135,18409164.9341064,4706315.03798704,8223580.98350639,4834760.01711437,8259419.77271105,6700306.26199568,4094371.11258249,5254041.02205086,9559918.87034765,30295080.1372088,7327159.5426319,6588115.35836735,7832412.24615525,8321022.90766866,5184783.17266851,1,1.08191167013768,0.843810669135966,0.819283344390874,0.199515841172158,False
P60033,3,CD81 antigen,CD81,34121131.6288417,73401734.5666433,52465585.3587373,66178643.9568574,44577118.8757188,102557578.550696,55496728.9118665,77251977.4855279,77937805.7389273,85195064.6720902,40711683.9589905,27164616.5877909,53196319.7355256,93382351.607362,81238865.9422083,56411474.0602385,69444189.0266507,37825222.5029575,114232157.221016,54546690.8494922,0,0.938686763436376,0.541904845633033,0.729692264899217,-0.620208177119723,False
P60174,15,Triosephosphate isomerase,TPI1,835750927.51441,862588278.030435,885775710.401792,950189826.70098,807704204.65311,947821966.900624,972664982.737197,1303490266.47064,1076396724.59797,1038479488.90316,633320445.077204,887756170.378893,728094616.57968,855775561.758691,820411644.332209,1064289021.83141,1070885110.97239,1041067411.32041,1008711273.64804,885127555.401662,0,0.929198088050035,0.250822945116041,0.583149616570681,-1.18152267060405,False
P60468,3,Protein transport protein Sec61 subunit beta,SEC61B,1277594.8829064,4229984.49208501,4516537.34638086,5962087.71112975,6249979.31084624,6146424.77038372,1278141.6716961,2937661.7593035,1802781.90993621,2036011.9956469,5285738.54731861,5799175.65372815,3640599.43995241,1588249.11537832,5748071.15281688,1419505.40036386,1413457.05771909,1293638.08699609,3627337.9094773,1453640.30470914,0,0.85817262709209,0.510565810978784,0.718858449781335,-0.669543859358915,False
P60660,9,Myosin light polypeptide 6,MYL6,150175976.309872,193072985.521252,133572627.060378,212589679.114016,178487599.300491,135823797.770192,118416798.486731,162352374.625563,156527108.130447,128296098.173125,96693934.384858,192593547.528077,191605309.550015,153091712.151329,266970243.82019,91754785.8863958,140035370.319328,104446903.658204,152836321.91626,105498442.936288,0,0.952980459468542,0.440335942906098,0.683685726064029,-0.786798861649772,False
P60709,22,"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed",ACTB,402772113.397265,270039006.122092,391886374.839066,378495667.761617,350979698.616405,354295845.921836,368960766.539451,299347655.990995,300351710.650436,460600198.176693,372284059.953512,237482450.916117,413945708.915871,304845677.779141,488953948.829007,291653728.538508,307112115.423769,286859058.312858,310126320.451257,270383734.302862,0,0.917801982355811,0.305599049246389,0.613761111131612,-1.05056138207101,False
P60842,10,Eukaryotic initiation factor 4A-I,EIF4A1,15183064.1643188,17698833.7698968,17902082.12333,15416751.0331666,15965695.2714314,20653440.9675748,57169676.1875388,41638699.9416521,31260925.0763633,65220406.5346464,18584723.1396314,22458295.83523,10254633.0747181,44581358.4294479,20515712.0440553,50311363.820093,49655431.222569,52282129.8648649,40415213.8402062,47624973.4533703,1,1.19648567021213,0.20519280327854,0.545341526457681,1.30816133099814,False
P60866,3,40S ribosomal protein S20,RPS20,20127735.6056298,8041506.60180164,12779277.1795108,8327834.25717838,3822131.24016832,17489966.7714624,9131123.72725659,6064578.62712487,4769190.57308418,14504167.9965032,5365023.84974265,9016055.94021362,15378917.042781,17276040.8179959,16394355.291124,12253869.412169,8125156.79404562,9637654.77249977,5426217.615482,9639825.63711911,0,1.03289250343549,0.703342654786494,0.785121265036417,0.386139739010452,False
P60891,4,Ribose-phosphate pyrophosphokinase 1;Ribose-phosphate pyrophosphokinase 2;Ribose-phosphate pyrophosphokinase 3,PRPS1;PRPS2;PRPS1L1,2628260.75315998,11233916.8860416,366237.07469572,1104238.43900182,11169590.6924215,5378243.44130244,6285620.39624567,2035522.84365524,2443112.44721948,3452617.52501249,609457.275776191,2968429.20024314,814522.841518159,6470718.15558282,4946661.31983914,3594176.18831615,2349898.16129652,3553847.99208299,1266128.7116115,7232358.33795014,4,0.733365160574195,0.669992724444416,0.768717634402391,-0.432315594635946,False
P60900,9,Proteasome subunit alpha type-6,PSMA6,30858904.5738879,34145549.6300507,33355655.676593,39077459.1672209,35009437.4099451,39355741.2464782,28294125.1437827,37863902.0421759,20529700.5745216,32166722.1087562,31205205.5254856,29044567.6486338,30591042.7742773,31221475.005726,33106738.8129196,36416290.4637154,42041125.7570228,32616483.8210938,37872308.1578947,41734079.5244691,0,1.04594522674636,0.596268077058287,0.747184243702463,0.538088689453407,False
P60903,4,Protein S100-A10,S100A10,344375712.76527,255662534.821585,166817342.016821,282090982.58682,132800736.437243,186160840.010219,364515056.37703,442980605.182395,335277304.397628,333397797.89838,163768369.292711,286415277.809135,39398129.4383299,515674529.885481,331891370.363209,274236716.14716,332466208.941176,230256013.959414,322642250.379816,396704413.019391,0,1.01736040674734,0.739437844592101,0.798823546685696,-0.337107567930377,False
P60953,5,Cell division control protein 42 homolog,CDC42,40054978.9153979,14385461.7032535,28739896.700219,23564508.8182055,28305677.8118046,38386139.7213805,42785813.1956155,16909308.5160342,20239213.6649897,53715238.1923928,28610978.0175992,29869582.1429605,17956600.944455,17714821.6777096,44695976.6551681,38830492.3982211,19852479.5966387,15816707.0602421,17907667.4669922,17569798.5687904,0,0.810277617016366,0.289914869504957,0.603321843609166,-1.08618206280566,False
